city,country,country_code,year,lat,lon,mean_brightness,median_brightness,max_brightness,pixel_count
Riga,Latvia,LV,2018,56.9496,24.1052,5.1545693147626235,1.2301660485870525,1116.8028564453125,14647
Madrid,Spain,ES,2019,40.4168,-3.7038,25.4571958013353,10.5077865544431,191.08982849121097,10514
Barcelona,Spain,ES,2019,41.3851,2.1734,18.686414906800888,4.897573093959371,300.1515808105469,10661
Paris,France,FR,2019,48.8566,2.3522,31.5911390098231,26.940279304144436,292.13165283203125,12147
Lyon,France,FR,2019,45.764,4.8357,9.810480701450164,3.4450650265478213,158.57196044921875,11475
Berlin,Germany,DE,2019,52.52,13.405,8.474160874012265,4.482005676042449,146.58302307128906,13148
Hamburg,Germany,DE,2019,53.5511,9.9937,6.534265128866795,2.8147261231804475,424.888427734375,13453
Munich,Germany,DE,2019,48.1351,11.582,4.631565924734456,1.4308517768327471,147.1907196044922,11985
Rome,Italy,IT,2019,41.9028,12.4964,15.28785365798491,8.535922104681868,183.75064086914065,10755
Milan,Italy,IT,2019,45.4642,9.19,20.44563361754306,15.513385197594392,157.3029327392578,11411
Naples,Italy,IT,2019,40.8518,14.2681,15.250459383197343,6.506602339086425,163.1600799560547,10571
Amsterdam,Netherlands,NL,2019,52.3676,4.9041,11.136729981758764,2.693865609807088,1217.859375,13101
Rotterdam,Netherlands,NL,2019,51.9244,4.4777,59.99047159601249,15.120839350448156,10591.6767578125,12962
Brussels,Belgium,BE,2019,50.8503,4.3517,11.873009298561271,6.466624333622304,216.3905334472656,12665
Vienna,Austria,AT,2019,48.2082,16.3738,6.597839906039193,1.4215867410184702,174.9507598876953,12011
Prague,Czech Republic,CZ,2019,50.0755,14.4378,7.881837227550216,2.450430869697703,233.63897705078125,12460
Warsaw,Poland,PL,2019,52.2297,21.0122,13.496038570594235,6.48898190337156,201.2209625244141,13043
Budapest,Hungary,HU,2019,47.4979,19.0402,8.997772891683248,3.477333588933581,145.96835327148438,11847
Copenhagen,Denmark,DK,2019,55.6761,12.5683,4.310492780312831,0.0247524439502749,149.4930419921875,14179
Stockholm,Sweden,SE,2019,59.3293,18.0686,14.907731349338556,5.7120113264956,684.6163330078125,15670
Oslo,Norway,NO,2019,59.9139,10.7522,10.901914959114828,0.6874845230970721,593.760498046875,15931
Helsinki,Finland,FI,2019,60.1699,24.9384,12.15829287700878,1.5848738455016165,210.1514434814453,16060
Lisbon,Portugal,PT,2019,38.7223,-9.1393,18.955128774322304,6.4529048728027565,174.40530395507812,10245
Porto,Portugal,PT,2019,41.1579,-8.6291,11.247869051994964,4.467964937690042,134.14552307128906,10621
Athens,Greece,GR,2019,37.9838,23.7275,19.3822842131247,4.876653409409612,274.85498046875,10152
Dublin,Ireland,IE,2019,53.3498,-6.2603,7.073515702373755,1.4952646159416334,186.59844970703125,13398
Bucharest,Romania,RO,2019,44.4268,26.1025,8.147304711952106,2.442526165719855,153.5391845703125,11205
Sofia,Bulgaria,BG,2019,42.6977,23.3219,4.87084254345418,1.4106301389722455,147.79913330078125,10885
Zagreb,Croatia,HR,2019,45.815,15.9819,7.964284941613346,2.450067696098305,168.00344848632812,11476
Tallinn,Estonia,EE,2019,59.437,24.7536,5.559596333817803,0.0836654948540728,195.78048706054688,15717
Riga,Latvia,LV,2019,56.9496,24.1052,5.528323232861837,1.359862836956529,1168.165283203125,14647
Madrid,Spain,ES,2020,40.4168,-3.7038,25.094002601302737,10.505409889600497,189.70130920410156,10514
Barcelona,Spain,ES,2020,41.3851,2.1734,18.003572698968387,4.917088896293895,262.9671325683594,10661
Paris,France,FR,2020,48.8566,2.3522,31.192651775924077,26.96465962056439,281.4209899902344,12147
Lyon,France,FR,2020,45.764,4.8357,9.428484692693395,3.243731942182285,126.46499633789062,11475
Berlin,Germany,DE,2020,52.52,13.405,8.820657066266717,4.497389373430462,146.38491821289062,13148
Hamburg,Germany,DE,2020,53.5511,9.9937,6.552644369498858,2.448604843746867,185.8454437255859,13453
Munich,Germany,DE,2020,48.1351,11.582,4.618428432249047,1.4083912114356447,131.6461639404297,11985
Rome,Italy,IT,2020,41.9028,12.4964,15.421248327620184,8.510861328627971,168.2137908935547,10755
Milan,Italy,IT,2020,45.4642,9.19,19.581746864495983,15.505734088126392,154.1564178466797,11411
Naples,Italy,IT,2020,40.8518,14.2681,15.402927011762689,6.487554880073385,151.31736755371094,10571
Amsterdam,Netherlands,NL,2020,52.3676,4.9041,11.389503715786423,2.68022791676398,1160.1597900390625,13101
Rotterdam,Netherlands,NL,2020,51.9244,4.4777,53.98985482235769,14.622811217219224,11016.0751953125,12962
Brussels,Belgium,BE,2020,50.8503,4.3517,11.76639426350867,5.482271518788764,200.7439727783203,12665
Vienna,Austria,AT,2020,48.2082,16.3738,6.404672568157803,1.7299170445455263,111.41854858398438,12011
Prague,Czech Republic,CZ,2020,50.0755,14.4378,7.7449022997643135,2.445632839418623,172.61239624023438,12460
Warsaw,Poland,PL,2020,52.2297,21.0122,13.01470531409773,5.455031240622689,180.6712951660156,13043
Budapest,Hungary,HU,2020,47.4979,19.0402,8.655378191618523,3.4649843121818167,129.79544067382812,11847
Copenhagen,Denmark,DK,2020,55.6761,12.5683,4.499896887635482,0.8591755244636791,122.71585845947266,14179
Stockholm,Sweden,SE,2020,59.3293,18.0686,11.93718445246746,5.718632225610144,654.6780395507812,15670
Oslo,Norway,NO,2020,59.9139,10.7522,7.12802913965279,0.6313049119865305,528.7250366210938,15931
Helsinki,Finland,FI,2020,60.1699,24.9384,9.28314923470124,1.5363194598345056,206.5967559814453,16060
Lisbon,Portugal,PT,2020,38.7223,-9.1393,17.72695738975861,6.461997022911963,173.6192169189453,10245
Porto,Portugal,PT,2020,41.1579,-8.6291,9.99844076154261,4.243291328174764,123.7966766357422,10621
Athens,Greece,GR,2020,37.9838,23.7275,19.787410356093083,5.493625338750233,240.13995361328125,10152
Dublin,Ireland,IE,2020,53.3498,-6.2603,7.11559078592508,1.470848273403901,199.00970458984375,13398
Bucharest,Romania,RO,2020,44.4268,26.1025,8.637486816489979,2.4433119406839783,164.22169494628906,11205
Sofia,Bulgaria,BG,2020,42.6977,23.3219,4.961434752822557,1.4202275351595106,135.58358764648438,10885
Zagreb,Croatia,HR,2020,45.815,15.9819,7.237058955391551,2.4478846814262125,137.99423217773438,11476
Tallinn,Estonia,EE,2020,59.437,24.7536,4.751976731112193,0.0965757098858295,197.88803100585935,15717
Riga,Latvia,LV,2020,56.9496,24.1052,4.446358110038387,0.7842844514104375,832.0755615234375,14647
Madrid,Spain,ES,2021,40.4168,-3.7038,26.746641563370357,11.49611404621076,196.9200897216797,10514
Barcelona,Spain,ES,2021,41.3851,2.1734,18.07471884415006,4.497212269510514,232.74017333984375,10661
Paris,France,FR,2021,48.8566,2.3522,31.24524951338543,27.07436319337423,285.2581787109375,12147
Lyon,France,FR,2021,45.764,4.8357,8.823038504121033,3.23619525539966,112.53181457519533,11475
Berlin,Germany,DE,2021,52.52,13.405,8.812265715988254,4.479330642348644,128.4848175048828,13148
Hamburg,Germany,DE,2021,53.5511,9.9937,6.769890179852461,2.4433747270580217,204.21334838867188,13453
Munich,Germany,DE,2021,48.1351,11.582,4.940556449164186,1.427094745333557,223.8885803222656,11985
Rome,Italy,IT,2021,41.9028,12.4964,15.725046836796269,8.479594537628085,157.3225555419922,10755
Milan,Italy,IT,2021,45.4642,9.19,20.12362404886682,15.502765103759772,152.12315368652344,11411
Naples,Italy,IT,2021,40.8518,14.2681,15.849192169445494,7.5213993739547265,152.617919921875,10571
Amsterdam,Netherlands,NL,2021,52.3676,4.9041,10.44810881500416,5.704663919015009,577.7021484375,13101
Rotterdam,Netherlands,NL,2021,51.9244,4.4777,53.89931859010131,15.117275857173516,13797.1142578125,12962
Brussels,Belgium,BE,2021,50.8503,4.3517,11.816199778078245,5.464230094024188,207.5700225830078,12665
Vienna,Austria,AT,2021,48.2082,16.3738,6.898903455501936,2.451308181006813,147.69662475585938,12011
Prague,Czech Republic,CZ,2021,50.0755,14.4378,8.251647707945342,3.464947221256933,159.4019317626953,12460
Warsaw,Poland,PL,2021,52.2297,21.0122,15.122056014502148,7.47904203478328,180.32034301757812,13043
Budapest,Hungary,HU,2021,47.4979,19.0402,9.438311750183292,3.4707741578883096,186.4484100341797,11847
Copenhagen,Denmark,DK,2021,55.6761,12.5683,5.088564248740579,0.3248761057266711,280.20880126953125,14179
Stockholm,Sweden,SE,2021,59.3293,18.0686,19.8749692488754,6.934556675797591,509.1029968261719,15670
Oslo,Norway,NO,2021,59.9139,10.7522,10.38031804707177,0.5965181845176063,559.5626831054688,15931
Helsinki,Finland,FI,2021,60.1699,24.9384,16.44617877632144,2.9016164211617883,278.6350402832031,16060
Lisbon,Portugal,PT,2021,38.7223,-9.1393,17.71533871103709,6.484048939840533,169.9878387451172,10245
Porto,Portugal,PT,2021,41.1579,-8.6291,9.622873981887322,4.488485867988615,135.35887145996094,10621
Athens,Greece,GR,2021,37.9838,23.7275,20.07668524856323,6.889814790918283,268.60943603515625,10152
Dublin,Ireland,IE,2021,53.3498,-6.2603,7.0965479226453345,1.489806829793792,151.35023498535156,13398
Bucharest,Romania,RO,2021,44.4268,26.1025,8.861245273556136,2.4544841121853795,208.3203582763672,11205
Sofia,Bulgaria,BG,2021,42.6977,23.3219,5.540631618487507,1.4255909084431324,144.8965606689453,10885
Zagreb,Croatia,HR,2021,45.815,15.9819,7.479843214275314,2.4472141057674945,143.537841796875,11476
Tallinn,Estonia,EE,2021,59.437,24.7536,7.185142569773063,0.4658004117817689,263.6233825683594,15717
Riga,Latvia,LV,2021,56.9496,24.1052,7.43295879918147,0.8607176951164527,866.3284301757812,14647
Madrid,Spain,ES,2022,40.4168,-3.7038,25.8764546071332,10.942655235739007,291.8945007324219,10514
Barcelona,Spain,ES,2022,41.3851,2.1734,17.796990328416218,3.5040713490240307,242.83155822753903,10661
Paris,France,FR,2022,48.8566,2.3522,29.88994957852189,25.00082517702577,329.0354919433594,12147
Lyon,France,FR,2022,45.764,4.8357,8.915861112283341,2.449000885575193,158.7778778076172,11475
Berlin,Germany,DE,2022,52.52,13.405,8.605208989431967,4.4866390152600095,191.6278839111328,13148
Hamburg,Germany,DE,2022,53.5511,9.9937,6.552213568859738,2.445986108460954,162.80702209472656,13453
Munich,Germany,DE,2022,48.1351,11.582,4.720228153262181,1.4114322787226128,163.25486755371094,11985
Rome,Italy,IT,2022,41.9028,12.4964,15.67325659165704,8.47625394077623,160.3192138671875,10755
Milan,Italy,IT,2022,45.4642,9.19,19.379403062789073,14.502978412765502,151.85638427734375,11411
Naples,Italy,IT,2022,40.8518,14.2681,16.075181942099036,7.453796099284236,131.92681884765625,10571
Amsterdam,Netherlands,NL,2022,52.3676,4.9041,9.00301006057671,3.4640777123561945,226.15187072753903,13101
Rotterdam,Netherlands,NL,2022,51.9244,4.4777,25.94860293296657,9.811186482230616,4551.4140625,12962
Brussels,Belgium,BE,2022,50.8503,4.3517,10.781883699768484,5.479135810326735,184.5246124267578,12665
Vienna,Austria,AT,2022,48.2082,16.3738,6.377425707011583,2.4496701989961003,129.60693359375,12011
Prague,Czech Republic,CZ,2022,50.0755,14.4378,7.634420995372066,2.450370603718675,159.04342651367188,12460
Warsaw,Poland,PL,2022,52.2297,21.0122,13.541374321018957,6.474537401919401,224.5833282470703,13043
Budapest,Hungary,HU,2022,47.4979,19.0402,8.9456416411285,3.4873459382520817,143.11074829101562,11847
Copenhagen,Denmark,DK,2022,55.6761,12.5683,4.614507524802783,0.029129069400872,128.07289123535156,14179
Stockholm,Sweden,SE,2022,59.3293,18.0686,14.19550039518376,4.8874694843848445,486.6238708496094,15670
Oslo,Norway,NO,2022,59.9139,10.7522,8.584698800652085,0.648825618085366,539.437255859375,15931
Helsinki,Finland,FI,2022,60.1699,24.9384,17.088393152980156,2.917116422837162,273.0723571777344,16060
Lisbon,Portugal,PT,2022,38.7223,-9.1393,17.210289561750454,6.464192101390539,167.72598266601562,10245
Porto,Portugal,PT,2022,41.1579,-8.6291,8.632247917567527,3.750026552575618,118.53646850585938,10621
Athens,Greece,GR,2022,37.9838,23.7275,20.59033637120752,6.912281753521818,364.1394958496094,10152
Dublin,Ireland,IE,2022,53.3498,-6.2603,7.377949766626723,1.469998369130748,167.53689575195312,13398
Bucharest,Romania,RO,2022,44.4268,26.1025,9.280896003047046,2.459236683461736,215.7422790527344,11205
Sofia,Bulgaria,BG,2022,42.6977,23.3219,5.2956906866350835,1.2285340410389318,120.88935089111328,10885
Zagreb,Croatia,HR,2022,45.815,15.9819,7.10208875292544,2.2393007954712587,124.46263122558594,11476
Tallinn,Estonia,EE,2022,59.437,24.7536,6.221530827720763,1.4427293752389725,196.72442626953125,15717
Riga,Latvia,LV,2022,56.9496,24.1052,5.16391432720912,0.4255728666020092,257.0248107910156,14647
Madrid,Spain,ES,2023,40.4168,-3.7038,25.873110041236675,10.920312263212097,274.37823486328125,10514
Barcelona,Spain,ES,2023,41.3851,2.1734,18.359773874780824,4.893755810469897,266.1093444824219,10661
Paris,France,FR,2023,48.8566,2.3522,25.66723857228643,18.979346603775085,273.0472412109375,12147
Lyon,France,FR,2023,45.764,4.8357,7.6749185068696,2.240346997127149,120.05913543701172,11475
Berlin,Germany,DE,2023,52.52,13.405,8.351919821086646,4.486522178959375,132.10130310058594,13148
Hamburg,Germany,DE,2023,53.5511,9.9937,6.591630943392372,2.453334891825647,163.0972900390625,13453
Munich,Germany,DE,2023,48.1351,11.582,4.526219673662662,1.7232531721712916,70.11737823486328,11985
Rome,Italy,IT,2023,41.9028,12.4964,15.932194237456152,8.472189262763996,162.8042449951172,10755
Milan,Italy,IT,2023,45.4642,9.19,19.367793050532203,14.486549486947329,155.46453857421875,11411
Naples,Italy,IT,2023,40.8518,14.2681,16.0147000803964,7.475911335837606,132.88778686523438,10571
Amsterdam,Netherlands,NL,2023,52.3676,4.9041,9.225934494426737,2.837171204468265,326.4378967285156,13101
Rotterdam,Netherlands,NL,2023,51.9244,4.4777,27.45238716538832,5.382653496526336,3863.185791015625,12962
Brussels,Belgium,BE,2023,50.8503,4.3517,8.728294694962218,3.454898372470321,177.9210968017578,12665
Vienna,Austria,AT,2023,48.2082,16.3738,6.535372155041722,2.454095128127341,157.0953826904297,12011
Prague,Czech Republic,CZ,2023,50.0755,14.4378,7.468141264553444,2.4531572052127073,157.9724884033203,12460
Warsaw,Poland,PL,2023,52.2297,21.0122,12.584163192399489,6.482059677870053,175.24786376953125,13043
Budapest,Hungary,HU,2023,47.4979,19.0402,9.335410337204555,3.4863380844827043,154.66758728027344,11847
Copenhagen,Denmark,DK,2023,55.6761,12.5683,4.55711746768332,0.0214436534929403,207.42247009277344,14179
Stockholm,Sweden,SE,2023,59.3293,18.0686,12.942231662482248,5.698221020334863,588.8334350585938,15670
Oslo,Norway,NO,2023,59.9139,10.7522,11.043443389587177,2.9537442555191684,491.9817504882813,15931
Helsinki,Finland,FI,2023,60.1699,24.9384,13.125894951192844,2.4652720785036006,220.53611755371097,16060
Lisbon,Portugal,PT,2023,38.7223,-9.1393,18.053653502349512,6.488626882411326,173.6158905029297,10245
Porto,Portugal,PT,2023,41.1579,-8.6291,9.327890693416943,4.4674283746306225,135.5257568359375,10621
Athens,Greece,GR,2023,37.9838,23.7275,21.251336257471984,6.940562670698868,364.4725646972656,10152
Dublin,Ireland,IE,2023,53.3498,-6.2603,7.6564487628501405,1.5142967601966697,164.27194213867188,13398
Bucharest,Romania,RO,2023,44.4268,26.1025,9.334961262478169,2.4418364106495303,159.3227081298828,11205
Sofia,Bulgaria,BG,2023,42.6977,23.3219,5.538753865104109,1.2352988467516577,125.0094223022461,10885
Zagreb,Croatia,HR,2023,45.815,15.9819,7.268139802124367,2.4515177858010255,128.61903381347656,11476
Tallinn,Estonia,EE,2023,59.437,24.7536,4.393324466110867,0.0831251580650367,173.9999237060547,15717
Riga,Latvia,LV,2023,56.9496,24.1052,4.867509053989005,1.3843788935955963,1455.31640625,14647
Madrid,Spain,ES,2024,40.4168,-3.7038,26.264284702711333,10.971112866210936,277.9183654785156,10514
Barcelona,Spain,ES,2024,41.3851,2.1734,18.091870961867677,4.481748333402806,248.0417327880859,10661
Paris,France,FR,2024,48.8566,2.3522,22.59937263008235,17.48966811540791,244.45465087890625,12147
Lyon,France,FR,2024,45.764,4.8357,6.433478286394673,1.736579610160019,103.64234924316406,11475
Berlin,Germany,DE,2024,52.52,13.405,8.233656752722755,4.471172785039974,132.522705078125,13148
Hamburg,Germany,DE,2024,53.5511,9.9937,6.675265571564809,2.4520870637805596,176.3236541748047,13453
Munich,Germany,DE,2024,48.1351,11.582,4.489535838308274,1.7243888001525776,96.93370056152344,11985
Rome,Italy,IT,2024,41.9028,12.4964,16.430518017743005,9.451744646912076,168.6092071533203,10755
Milan,Italy,IT,2024,45.4642,9.19,19.22110569993814,14.494533312215635,164.5742950439453,11411
Naples,Italy,IT,2024,40.8518,14.2681,16.743097445162515,8.514795676910067,143.2879180908203,10571
Amsterdam,Netherlands,NL,2024,52.3676,4.9041,8.87472313901994,2.8378011357125357,404.1147766113281,13101
Rotterdam,Netherlands,NL,2024,51.9244,4.4777,27.995314159152,9.752612454115972,5083.095703125,12962
Brussels,Belgium,BE,2024,50.8503,4.3517,8.368431808653805,3.45030341629579,165.539306640625,12665
Vienna,Austria,AT,2024,48.2082,16.3738,6.395450113276286,2.448490613429016,159.33462524414062,12011
Prague,Czech Republic,CZ,2024,50.0755,14.4378,7.100500085028417,2.445752932620203,148.1719207763672,12460
Warsaw,Poland,PL,2024,52.2297,21.0122,12.145367278033264,6.484451256194965,165.71063232421875,13043
Budapest,Hungary,HU,2024,47.4979,19.0402,9.175593175948064,3.4770395258648996,151.6051483154297,11847
Copenhagen,Denmark,DK,2024,55.6761,12.5683,4.638503724406144,1.52142128545532,152.36085510253906,14179
Stockholm,Sweden,SE,2024,59.3293,18.0686,13.00370215492412,5.712855887800689,827.6270141601562,15670
Oslo,Norway,NO,2024,59.9139,10.7522,8.839380454792494,0.6997616521531606,538.3776245117188,15931
Helsinki,Finland,FI,2024,60.1699,24.9384,12.20473579984675,2.45345038961145,192.62893676757812,16060
Lisbon,Portugal,PT,2024,38.7223,-9.1393,17.562437099158846,6.478179876734955,182.1765899658203,10245
Porto,Portugal,PT,2024,41.1579,-8.6291,8.757815935956138,3.4856321650919218,144.8776092529297,10621
Athens,Greece,GR,2024,37.9838,23.7275,22.238428988734448,6.903046973072261,366.5320129394531,10152
Dublin,Ireland,IE,2024,53.3498,-6.2603,7.528867076129597,1.5144132738506522,177.99203491210938,13398
Bucharest,Romania,RO,2024,44.4268,26.1025,9.686779093399954,3.453551395083399,167.11822509765625,11205
Sofia,Bulgaria,BG,2024,42.6977,23.3219,5.973238035681542,1.4436082047982364,158.0152587890625,10885
Zagreb,Croatia,HR,2024,45.815,15.9819,7.13854422146681,2.4380972291153173,132.72650146484375,11476
Tallinn,Estonia,EE,2024,59.437,24.7536,4.2586926374266625,0.1091788101945733,173.12771606445312,15717
Riga,Latvia,LV,2024,56.9496,24.1052,4.810825513605624,0.895559372109987,840.858154296875,14647
